departamento,codigodanedepartamento,municipio,codigodanemunicipio,ano,mes,tipodesminado,areadespejada,map,muse,aei,totalartefactosdestruidos,organizacion,estudiosnotecnicos,estudiostecnicos,operacionesdespeje,areaspeligrosas,areaspeligrosasconfirmadas
PUTUMAYO,86,PUERTO ASÍS,86568,2020,7,Comunidades,0,5,0,1,6,CCCM,6,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2018,3,Comunidades,8136,0,0,0,0,BDIAN,0,0,1,0,0
TOLIMA,73,CHAPARRAL,73168,2019,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
META,50,SAN JUAN DE ARAMA,50683,2018,10,Comunidades,0,0,0,0,0,APN,0,0,0,1,0
META,50,MESETAS,50330,2021,9,Comunidades,46672,0,0,0,0,BRDEH,0,0,1,0,0
LA GUAJIRA,44,RIOHACHA,44001,2022,4,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
PUTUMAYO,86,MOCOA,86001,2018,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
NORTE DE SANTANDER,54,LABATECA,54377,2023,5,Comunidades,0,0,0,0,0,DRC,2,0,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2018,12,Comunidades,2140,3,0,0,3,HALO,0,0,1,0,0
META,50,VISTAHERMOSA,50711,2018,2,Comunidades,8806,0,0,0,0,BRDEH,0,0,1,0,0
TOLIMA,73,CAJAMARCA,73124,2021,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
HUILA,41,ALGECIRAS,41020,2017,12,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
ANTIOQUIA,5,ARGELIA,5055,2018,3,Comunidades,2946,0,0,0,0,HALO,1,0,1,0,0
LA GUAJIRA,44,DIBULLA,44090,2017,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
HUILA,41,ALGECIRAS,41020,2020,11,Comunidades,3099,0,0,0,0,CCCM,1,0,2,0,0
ANTIOQUIA,5,SAN ROQUE,5670,2018,7,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
TOLIMA,73,ATACO,73067,2021,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAQUETA,18,EL DONCELLO,18247,2020,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
HUILA,41,BARAYA,41078,2017,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
SANTANDER,68,EL CARMEN,68235,2014,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
PUTUMAYO,86,PUERTO CAICEDO,86569,2022,7,Comunidades,658,0,0,0,0,CCCM,3,0,1,0,0
META,50,MESETAS,50330,2020,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
ANTIOQUIA,5,SAN RAFAEL,5667,2018,2,Comunidades,3400,0,0,0,0,HALO,0,0,1,0,0
BOLIVAR,13,CÓRDOBA,13212,2016,9,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,1
META,50,PUERTO RICO,50590,2018,11,Comunidades,0,1,0,0,1,HALO,4,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2018,9,Comunidades,0,0,0,1,1,HALO,9,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2018,9,Comunidades,6022,1,0,0,1,BRDEH,1,0,1,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2016,6,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,3
ANTIOQUIA,5,CHIGORODÓ,5172,2022,2,Comunidades,0,0,0,0,0,CCCM,3,0,0,0,0
PUTUMAYO,86,PUERTO CAICEDO,86569,2019,11,Comunidades,0,0,0,0,0,CCCM,2,0,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2021,8,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,2
ANTIOQUIA,5,PUERTO TRIUNFO,5591,2017,11,Comunidades,0,0,0,0,0,BRDEH,6,0,0,0,0
NARIÑO,52,IPIALES,52356,2020,2,Comunidades,8786,1,1,0,2,HALO,0,0,2,0,0
PUTUMAYO,86,PUERTO ASÍS,86568,2022,7,Comunidades,4457.3,5,0,0,5,CCCM,3,0,6,0,0
ANTIOQUIA,5,NARIÑO,5483,2014,11,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
NARIÑO,52,IPIALES,52356,2018,10,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
CUNDINAMARCA,25,CHAGUANÍ,25168,2018,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
META,50,VISTAHERMOSA,50711,2017,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2020,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
ANTIOQUIA,5,SAN ANDRÉS,5647,2018,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
ANTIOQUIA,5,GRANADA,5313,2016,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2015,3,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
LA GUAJIRA,44,URUMITA,44855,2023,1,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CUNDINAMARCA,25,BELTRÁN,25086,2018,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CAQUETA,18,PUERTO RICO,18592,2021,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,GRANADA,5313,2017,9,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2020,4,Comunidades,1148,0,0,0,0,BDIAN,0,0,1,0,0
ANTIOQUIA,5,COCORNÁ,5197,2014,7,Comunidades,20112,3,4,0,7,BRDEH,2,1,2,0,0
HUILA,41,TELLO,41799,2022,7,Comunidades,44179,0,1,0,1,BRDEH,1,0,2,0,0
CAQUETA,18,VALPARAÍSO,18860,2018,7,Comunidades,0,1,0,0,1,BRDEH,10,0,0,0,0
TOLIMA,73,IBAGUÉ,73001,2019,2,Comunidades,0,0,0,0,0,BRDEH,36,0,0,0,0
META,50,MESETAS,50330,2021,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
CAQUETA,18,VALPARAÍSO,18860,2018,5,Comunidades,0,0,0,0,0,BRDEH,8,0,0,0,0
CALDAS,17,SAMANÁ,17662,2013,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,1
PUTUMAYO,86,PUERTO GUZMÁN,86571,2022,11,Comunidades,1875,0,0,0,0,CCCM,0,0,1,0,0
TOLIMA,73,RONCESVALLES,73622,2018,4,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
PUTUMAYO,86,ORITO,86320,2017,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
VALLE DEL CAUCA,76,PRADERA,76563,2021,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
ANTIOQUIA,5,SAN CARLOS,5649,2014,9,Comunidades,3690,0,0,0,0,BRDEH,0,2,0,0,0
CALDAS,17,MANZANARES,17433,2022,3,Comunidades,0,0,0,0,0,BRDEH,15,0,0,0,0
CAUCA,19,SANTANDER DE QUILICHAO,19698,2022,3,Comunidades,14,0,0,0,0,HI,14,0,1,0,0
BOYACA,15,EL COCUY,15244,2019,5,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2010,11,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,1
BOLIVAR,13,CÓRDOBA,13212,2016,12,Comunidades,675,0,0,0,0,BDIAN,2,0,1,0,0
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,2019,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CHOCO,27,ACANDÍ,27006,2022,8,Comunidades,0,0,0,0,0,HI,4,0,0,0,0
ANTIOQUIA,5,CAUCASIA,5154,2022,9,Comunidades,0,0,0,0,0,HALO,4,0,0,0,0
SANTANDER,68,SABANA DE TORRES,68655,2016,10,Comunidades,4261,1,1,1,3,BRDEH,2,1,2,0,0
BOLIVAR,13,SAN JACINTO,13654,2015,12,Comunidades,0,0,0,0,0,BDIAN,4,0,0,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2015,9,Comunidades,0,0,0,0,0,HALO,4,0,0,0,0
SANTANDER,68,EL CARMEN,68235,2011,11,Comunidades,4263,1,0,0,1,BRDEH,0,4,1,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2018,3,Comunidades,6118,4,0,1,5,BRDEH,0,0,1,0,0
CAQUETA,18,FLORENCIA,18001,2023,6,Comunidades,20263,1,0,0,1,BRDEH,0,0,1,0,0
BOLIVAR,13,MONTECRISTO,13458,2022,11,Comunidades,0,0,0,0,0,DRC,3,0,0,0,0
PUTUMAYO,86,PUERTO ASÍS,86568,2020,9,Comunidades,2504,4,0,0,4,CCCM,1,0,1,0,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2011,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
VALLE DEL CAUCA,76,EL CERRITO,76248,2009,4,Bases Militares,0,0,0,0,0,BRDEH,0,0,0,1,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2014,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
META,50,LEJANÍAS,50400,2017,4,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
CALDAS,17,SUPÍA,17777,2021,6,Comunidades,7953,0,0,0,0,BRDEH,0,0,1,0,0
SANTANDER,68,CHARTA,68169,2022,5,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
PUTUMAYO,86,ORITO,86320,2019,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2013,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CESAR,20,LA GLORIA,20383,2022,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
SANTANDER,68,BARRANCABERMEJA,68081,2017,11,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CAUCA,19,PIENDAMÓ,19548,2018,9,Comunidades,0,0,0,0,0,BRDEH,11,0,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2019,6,Comunidades,0,0,0,0,0,HI,0,0,0,0,4
SUCRE,70,COLOSÓ,70204,2016,8,Comunidades,0,0,0,0,0,BDIAN,3,0,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2020,10,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,1
CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2017,10,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
CASANARE,85,PAZ DE ARIPORO,85250,2021,10,Comunidades,0,0,0,0,0,CCCM,3,0,0,0,0
ANTIOQUIA,5,SAN FRANCISCO,5652,2012,2,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,COCORNÁ,5197,2016,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
PUTUMAYO,86,PUERTO CAICEDO,86569,2023,6,Comunidades,1489.4,0,0,0,0,CCCM,0,0,1,0,0
CALDAS,17,SAMANÁ,17662,2013,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,2
ANTIOQUIA,5,ANGOSTURA,5038,2023,1,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
TOLIMA,73,RIOBLANCO,73616,2018,8,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
ANTIOQUIA,5,SAN CARLOS,5649,2014,11,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2014,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,4,1
ANTIOQUIA,5,MEDELLÍN,5001,2017,4,Comunidades,0,0,0,0,0,BRDEH,4,0,0,0,0
ANTIOQUIA,5,NARIÑO,5483,2016,2,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2010,11,Comunidades,3418,0,1,0,1,BRDEH,0,1,0,0,0
CALDAS,17,SAMANÁ,17662,2018,5,Comunidades,1269,2,0,0,2,BRDEH,2,0,1,0,0
CALDAS,17,SAMANÁ,17662,2022,9,Comunidades,5004,0,0,0,0,BRDEH,0,0,1,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2023,2,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,0
META,50,VISTAHERMOSA,50711,2018,6,Comunidades,5312,0,0,0,0,HALO,2,0,1,0,0
TOLIMA,73,CAJAMARCA,73124,2021,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAQUETA,18,PUERTO RICO,18592,2019,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
CAQUETA,18,EL DONCELLO,18247,2019,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CALDAS,17,SAMANÁ,17662,2016,5,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
ANTIOQUIA,5,SAN ANDRÉS,5647,2019,1,Comunidades,10060,0,0,0,0,BRDEH,0,1,0,0,0
CORDOBA,23,MONTERÍA,23001,2019,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
BOLIVAR,13,ZAMBRANO,13894,2013,11,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
META,50,VISTAHERMOSA,50711,2018,6,Comunidades,0,0,0,0,0,HI,0,0,0,1,1
BOLIVAR,13,SAN JUAN NEPOMUCENO,13657,2020,5,Comunidades,0,0,0,0,0,BDIAN,10,0,0,0,0
META,50,VISTAHERMOSA,50711,2022,3,Comunidades,34517,1,2,0,3,BRDEH,3,0,1,0,0
PUTUMAYO,86,ORITO,86320,2021,4,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CESAR,20,BOSCONIA,20060,2018,2,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
META,50,SAN JUAN DE ARAMA,50683,2016,4,Comunidades,0,0,0,0,0,HALO,7,0,0,0,0
CESAR,20,MANAURE BALCÓN DEL CESAR,20443,2020,10,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SANTANDER,68,EL CARMEN,68235,2013,12,Comunidades,15720,0,0,0,0,BRDEH,0,2,0,0,0
SANTANDER,68,EL CARMEN,68235,2015,8,Comunidades,1658,6,0,0,6,BRDEH,2,0,1,0,0
CALDAS,17,SAMANÁ,17662,2013,8,Comunidades,7912,4,0,0,4,BRDEH,0,2,1,0,0
ANTIOQUIA,5,APARTADÓ,5045,2021,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,2
ANTIOQUIA,5,URRAO,5847,2022,3,Comunidades,0,0,0,0,0,CCCM,5,0,0,0,0
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,2018,10,Comunidades,0,0,0,0,0,DRC,2,0,0,0,0
CAQUETA,18,EL PAUJIL,18256,2021,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
SANTANDER,68,EL PLAYÓN,68255,2020,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
TOLIMA,73,PLANADAS,73555,2019,7,Comunidades,3522,0,0,4,4,HALO,2,0,2,0,0
PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2019,3,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
ANTIOQUIA,5,GRANADA,5313,2014,4,Comunidades,2114,1,0,0,1,BRDEH,8,1,0,0,0
ANTIOQUIA,5,SANTO DOMINGO,5690,2018,3,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,SAN LUIS,5660,2020,7,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
CAQUETA,18,MONTAÑITA,18410,2021,2,Comunidades,6019,0,0,0,0,BRDEH,1,0,1,0,0
TOLIMA,73,CAJAMARCA,73124,2020,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2022,5,Comunidades,1570,0,0,0,0,HALO,2,0,1,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2009,8,Comunidades,4562,3,0,0,3,BRDEH,0,0,1,0,0
ANTIOQUIA,5,SAN CARLOS,5649,2018,2,Comunidades,2792,3,0,0,3,BRDEH,0,0,2,0,0
CAQUETA,18,PUERTO RICO,18592,2019,7,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
SANTANDER,68,SURATÁ,68780,2018,3,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2016,9,Comunidades,20959,16,0,0,16,HALO,0,1,2,0,0
CAQUETA,18,MONTAÑITA,18410,2021,10,Comunidades,19004,0,2,0,2,BRDEH,0,0,2,0,0
META,50,VISTAHERMOSA,50711,2017,2,Comunidades,0,0,0,0,0,APN,0,0,0,0,1
META,50,MAPIRIPÁN,50325,2023,4,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2022,6,Comunidades,0,0,0,0,0,HALO,0,0,0,1,1
CAQUETA,18,MONTAÑITA,18410,2022,11,Comunidades,0,0,0,0,0,HUMANICEMOS,0,0,0,0,2
PUTUMAYO,86,SAN MIGUEL,86757,2019,4,Comunidades,0,0,1,0,1,CCCM,2,0,0,0,0
SANTANDER,68,MATANZA,68444,2018,3,Comunidades,0,0,0,0,0,BRDEH,6,0,0,0,0
AMAZONAS,91,TARAPACÁ,91798,2006,11,Bases Militares,0,0,0,0,0,BRDEH,0,0,0,1,0
BOYACA,15,PAUNA,15531,2018,1,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2020,9,Comunidades,6005,1,0,0,1,BRDEH,0,0,1,0,0
PUTUMAYO,86,SAN MIGUEL,86757,2018,10,Comunidades,0,0,0,0,0,HALO,0,0,0,4,0
SANTANDER,68,EL CARMEN,68235,2011,9,Comunidades,1521.82,1,0,0,1,BRDEH,0,1,1,0,0
CAQUETA,18,EL PAUJIL,18256,2020,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2017,8,Comunidades,0,0,0,0,0,BDIAN,0,0,0,0,1
ANTIOQUIA,5,CHIGORODÓ,5172,2022,3,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
SANTANDER,68,SIMACOTA,68745,2019,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,SAN LUIS,5660,2017,9,Comunidades,2400,0,0,0,0,BRDEH,1,0,1,0,0
CAQUETA,18,PUERTO RICO,18592,2018,2,Comunidades,0,0,0,0,0,BRDEH,0,0,0,4,1
CALDAS,17,SAMANÁ,17662,2015,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,5,2
CUNDINAMARCA,25,MEDINA,25438,2018,8,Comunidades,0,0,0,0,0,BRDEH,6,0,0,0,0
META,50,PUERTO LLERAS,50577,2021,6,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
PUTUMAYO,86,VILLAGARZÓN,86885,2018,5,Comunidades,3473,1,1,0,2,BRDEH,12,0,1,0,0
PUTUMAYO,86,VILLAGARZÓN,86885,2018,9,Comunidades,1527,0,0,0,0,BRDEH,0,1,0,0,0
ANTIOQUIA,5,ARGELIA,5055,2021,2,Comunidades,691,0,0,0,0,HALO,0,0,1,0,0
CALDAS,17,AGUADAS,17013,2019,5,Comunidades,0,0,0,0,0,BRDEH,4,0,0,0,0
SANTANDER,68,SURATÁ,68780,2022,7,Comunidades,32591,1,1,0,2,BRDEH,0,0,1,0,0
NARIÑO,52,PUERRES,52573,2019,8,Comunidades,0,0,0,0,0,HALO,2,0,0,0,0
ANTIOQUIA,5,ALEJANDRÍA,5021,2022,1,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
CAQUETA,18,FLORENCIA,18001,2017,2,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
CAQUETA,18,FLORENCIA,18001,2017,6,Comunidades,0,0,2,10,12,BRDEH,5,0,0,0,0
PUTUMAYO,86,PUERTO ASÍS,86568,2021,5,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2011,11,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
ANTIOQUIA,5,CONCEPCIÓN,5206,2018,8,Comunidades,8426,0,0,0,0,BRDEH,0,1,0,0,0
META,50,VISTAHERMOSA,50711,2020,11,Comunidades,57799,0,0,0,0,BRDEH,0,0,1,0,0
TOLIMA,73,ROVIRA,73624,2018,10,Comunidades,0,0,0,0,0,BRDEH,0,0,0,2,0
CASANARE,85,SÁCAMA,85315,2023,3,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
CUNDINAMARCA,25,MEDINA,25438,2018,9,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAUCA,19,BALBOA,19075,2018,1,Comunidades,0,0,0,0,0,CCCM,2,0,0,0,0
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2017,8,Comunidades,21887,0,0,0,0,BRDEH,0,4,1,0,0
NORTE DE SANTANDER,54,LABATECA,54377,2023,3,Comunidades,0,0,0,0,0,DRC,12,0,0,0,0
CUNDINAMARCA,25,GUADUAS,25320,2018,8,Comunidades,0,0,0,0,0,BRDEH,3,0,0,0,0
ANTIOQUIA,5,URRAO,5847,2022,2,Comunidades,0,0,0,0,0,CCCM,0,0,0,1,1
TOLIMA,73,PLANADAS,73555,2019,5,Comunidades,1824,1,0,0,1,HALO,2,0,1,0,0
TOLIMA,73,RONCESVALLES,73622,2019,2,Comunidades,2845,0,0,0,0,BRDEH,0,1,0,0,0
CAQUETA,18,MILÁN,18460,2022,10,Comunidades,0,0,0,0,0,DRC,0,0,0,0,1
CAUCA,19,CALOTO,19142,2017,4,Comunidades,0,0,0,0,0,HI,0,0,0,0,1
CALDAS,17,SAMANÁ,17662,2017,9,Comunidades,4107,0,0,0,0,BRDEH,12,1,0,0,0
META,50,PUERTO CONCORDIA,50450,2017,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
ANTIOQUIA,5,TURBO,5837,2022,12,Comunidades,0,0,0,0,0,CCCM,8,0,0,0,0
SANTANDER,68,SIMACOTA,68745,2021,3,Comunidades,5139,0,0,0,0,BRDEH,1,0,1,0,0
TOLIMA,73,RIOBLANCO,73616,2017,11,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
VALLE DEL CAUCA,76,LA CUMBRE,76377,2017,12,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
HUILA,41,ISNOS,41359,2018,8,Comunidades,0,0,0,0,0,BRDEH,9,0,0,0,0
LA GUAJIRA,44,URUMITA,44855,2023,5,Comunidades,37196,0,0,0,0,BRDEH,3,0,1,0,0
ANTIOQUIA,5,COCORNÁ,5197,2015,8,Comunidades,0,1,0,0,1,BRDEH,2,0,0,0,0
CAUCA,19,CALOTO,19142,2018,3,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2020,11,Comunidades,0,0,0,0,0,BDIAN,3,0,0,0,0
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,2015,3,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
ANTIOQUIA,5,GUATAPÉ,5321,2016,2,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
META,50,MAPIRIPÁN,50325,2023,2,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CALDAS,17,SAMANÁ,17662,2016,9,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
ANTIOQUIA,5,SAN CARLOS,5649,2012,8,Comunidades,0,0,0,0,0,BRDEH,2,0,0,0,0
SANTANDER,68,EL CARMEN,68235,2012,4,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
PUTUMAYO,86,PUERTO ASÍS,86568,2019,7,Comunidades,0,0,0,0,0,CCCM,0,0,0,0,1
ANTIOQUIA,5,ALEJANDRÍA,5021,2019,4,Comunidades,4212,0,0,0,0,BRDEH,0,0,1,0,0
META,50,SAN JUAN DE ARAMA,50683,2021,6,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CASANARE,85,SÁCAMA,85315,2022,6,Comunidades,10.209,0,2,0,2,HALO,1,0,2,0,0
ANTIOQUIA,5,SONSÓN,5756,2017,2,Comunidades,0,0,0,0,0,HALO,1,0,0,0,0
ANTIOQUIA,5,URRAO,5847,2022,5,Comunidades,0,0,0,0,0,CCCM,1,0,0,0,0
CALDAS,17,RISARALDA,17616,2019,3,Comunidades,0,0,0,0,0,BRDEH,5,0,0,0,0
SANTANDER,68,EL CARMEN,68235,2013,10,Comunidades,2821,4,0,0,4,BRDEH,3,0,1,0,0
CALDAS,17,SAMANÁ,17662,2019,7,Comunidades,12250,2,0,0,2,BRDEH,0,0,1,0,0
CAQUETA,18,EL DONCELLO,18247,2019,5,Comunidades,1052,0,0,0,0,BRDEH,1,1,0,0,0
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2021,5,Comunidades,1831,0,0,0,0,BDIAN,0,0,2,0,0
TOLIMA,73,CAJAMARCA,73124,2019,8,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
HUILA,41,GARZÓN,41298,2018,7,Comunidades,0,0,0,0,0,BRDEH,8,0,0,0,0
SANTANDER,68,GIRÓN,68307,2019,6,Comunidades,0,0,0,0,0,BRDEH,0,0,0,0,1
CAUCA,19,CAJIBÍO,19130,2020,3,Comunidades,2277,0,0,0,0,HI,1,0,1,0,0
ANTIOQUIA,5,GRANADA,5313,2010,12,Comunidades,0,0,0,0,0,BRDEH,0,0,0,1,0
SANTANDER,68,EL PLAYÓN,68255,2019,10,Comunidades,0,0,0,0,0,BRDEH,1,0,0,0,0
CAQUETA,18,MONTAÑITA,18410,2018,8,Comunidades,0,0,0,0,0,BRDEH,0,0,0,3,0
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2014,5,Comunidades,11318,5,1,0,6,BRDEH,8,1,1,0,0
CASANARE,85,PAZ DE ARIPORO,85250,2022,7,Comunidades,0,0,0,0,0,CCCM,7,0,0,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2021,2,Comunidades,19050,1,0,0,1,HALO,0,0,2,0,0
VALLE DEL CAUCA,76,PRADERA,76563,2022,1,Comunidades,0,0,0,0,0,HALO,0,0,0,1,0
META,50,VISTAHERMOSA,50711,2018,9,Comunidades,0,0,0,0,0,HI,0,0,0,0,1
QUINDIO,63,PIJAO,63548,2018,9,Comunidades,0,0,0,0,0,BRDEH,8,0,0,0,0
TOLIMA,73,PLANADAS,73555,2020,5,Comunidades,28972,2,3,0,5,BRDEH,0,0,1,0,0
ANTIOQUIA,5,SAN LUIS,5660,2016,10,Comunidades,0,0,0,0,0,BRDEH,4,0,0,0,0
ANTIOQUIA,5,ABEJORRAL,5002,2015,12,Comunidades,0,0,0,0,0,HALO,0,0,0,0,1
SANTANDER,68,SAN VICENTE DE CHUCURÍ,68689,2012,8,Comunidades,1036,8,0,0,8,BRDEH,0,0,1,0,0
CAQUETA,18,MILÁN,18460,2019,5,Comunidades,0,0,0,0,0,APN,0,0,0,1,1
ANTIOQUIA,5,CONCEPCIÓN,5206,2019,8,Comunidades,14598,0,0,0,0,BRDEH,0,2,0,0,0
ANTIOQUIA,5,SONSÓN,5756,2020,8,Comunidades,0,0,0,0,0,HALO,0,0,0,0,6
